topology,algorithm,link sec ratio,num of calls,load,round,block_rate(t),block_rate(0),block_rate(1),block_rate(2),hop,link utilization,overused bw,security deviation (t),security deviation (0),security deviation (1),security deviation (2),exposure ratio(t),exposure ratio(0),exposure ratio(1),exposure ratio(2)
NSFNET,    CF,   0.600, 10000.000,  450.000,   10.000,    6.940,    0.101,    0.099,   22.726,    3.583,   71.930, 52730.000,    0.225,    0.453,    0.099,    0.000,   31.662,   71.172,    4.343,    0.000
NSFNET,    CF,   0.600, 10000.000,  500.000,    1.000,   16.850,    0.000,    0.000,   55.391,    3.630,   71.796, 52740.000,    0.331,    0.517,    0.236,    0.000,   43.684,   78.676,   17.073,    0.000
NSFNET,    CF,   0.600, 10000.000,  500.000,    2.000,   13.450,    0.625,    0.626,   43.849,    3.589,   75.466, 54260.000,    0.307,    0.506,    0.215,    0.000,   30.803,   61.071,    7.965,    0.000
NSFNET,    CF,   0.600, 10000.000,  500.000,    3.000,   13.790,    0.050,    0.000,   45.371,    3.582,   73.903, 54060.000,    0.307,    0.513,    0.203,    0.000,   38.061,   74.410,   10.781,    0.000
NSFNET,    CF,   0.600, 10000.000,  500.000,    4.000,   11.620,    0.025,    0.000,   38.203,    3.479,   75.711, 58500.000,    0.309,    0.559,    0.168,    0.000,   26.682,   54.814,    5.727,    0.000
NSFNET,    CF,   0.600, 10000.000,  500.000,    5.000,   10.420,    0.756,    0.359,   33.761,    3.507,   76.056, 50170.000,    0.270,    0.485,    0.167,    0.000,   34.987,   70.713,   11.436,    0.000
NSFNET,    CF,   0.600, 10000.000,  500.000,    6.000,    9.870,    0.000,    0.162,   32.810,    3.674,   76.547, 51170.000,    0.249,    0.451,    0.155,    0.000,   32.688,   69.776,    6.946,    0.000
NSFNET,    CF,   0.600, 10000.000,  500.000,    7.000,   11.410,    0.275,    0.263,   37.995,    3.646,   75.087, 54990.000,    0.283,    0.488,    0.185,    0.000,   29.724,   59.815,    8.048,    0.000
NSFNET,    CF,   0.600, 10000.000,  500.000,    8.000,   17.120,    0.100,    0.102,   55.610,    3.778,   75.246, 58560.000,    0.337,    0.529,    0.233,    0.000,   43.519,   75.883,   19.927,    0.000
NSFNET,    CF,   0.600, 10000.000,  500.000,    9.000,   17.000,    0.124,    0.069,   55.399,    3.758,   70.975, 54730.000,    0.332,    0.498,    0.259,    0.000,   35.165,   64.970,   10.504,    0.000
NSFNET,    CF,   0.600, 10000.000,  500.000,   10.000,   11.690,    0.277,    0.466,   37.881,    3.654,   77.342, 47790.000,    0.276,    0.476,    0.183,    0.000,   33.048,   67.039,    8.688,    0.000
NSFNET,    CF,   0.600, 10000.000,  550.000,    1.000,   13.330,    0.917,    0.847,   42.142,    3.702,   80.238, 47100.000,    0.277,    0.440,    0.220,    0.000,   40.734,   77.553,   14.744,    0.000
NSFNET,    CF,   0.600, 10000.000,  550.000,    2.000,   18.050,    0.545,    0.572,   59.123,    3.636,   76.031, 51740.000,    0.342,    0.497,    0.271,    0.000,   39.186,   67.992,   16.218,    0.000
NSFNET,    CF,   0.600, 10000.000,  550.000,    3.000,   15.770,    0.957,    0.977,   49.314,    3.664,   81.126, 49430.000,    0.309,    0.476,    0.248,    0.000,   37.677,   71.057,   12.895,    0.000
NSFNET,    CF,   0.600, 10000.000,  550.000,    4.000,   13.420,    0.297,    0.338,   44.059,    3.597,   78.551, 51680.000,    0.300,    0.492,    0.207,    0.000,   36.345,   71.031,    9.628,    0.000
NSFNET,    CF,   0.600, 10000.000,  550.000,    5.000,   17.720,    0.377,    0.455,   59.105,    3.811,   81.222, 55290.000,    0.339,    0.499,    0.266,    0.000,   37.741,   68.531,   12.750,    0.000
NSFNET,    CF,   0.600, 10000.000,  550.000,    6.000,   13.260,    1.257,    1.581,   40.308,    3.631,   83.478, 55150.000,    0.291,    0.500,    0.192,    0.000,   32.286,   64.552,    9.035,    0.000
NSFNET,    CF,   0.600, 10000.000,  550.000,    7.000,   19.170,    0.125,    0.306,   61.947,    3.587,   78.292, 54380.000,    0.367,    0.545,    0.273,    0.000,   36.011,   63.408,   13.194,    0.000
NSFNET,    CF,   0.600, 10000.000,  550.000,    8.000,   16.270,    1.077,    0.907,   51.386,    3.719,   79.608, 50750.000,    0.310,    0.476,    0.244,    0.000,   38.144,   71.350,   12.746,    0.000
NSFNET,    CF,   0.600, 10000.000,  550.000,    9.000,   11.840,    0.970,    1.039,   37.121,    3.560,   85.013, 48390.000,    0.258,    0.446,    0.178,    0.000,   36.872,   75.007,   11.165,    0.000
NSFNET,    CF,   0.600, 10000.000,  550.000,   10.000,   11.620,    1.482,    1.407,   35.787,    3.648,   82.927, 46660.000,    0.246,    0.425,    0.168,    0.000,   36.740,   75.181,    9.883,    0.000
NSFNET,    CF,   0.600, 10000.000,  600.000,    1.000,   15.950,    1.877,    1.649,   49.345,    3.591,   85.369, 58690.000,    0.345,    0.553,    0.239,    0.000,   37.740,   69.057,   14.637,    0.000
NSFNET,    CF,   0.600, 10000.000,  600.000,    2.000,   18.560,    1.182,    1.084,   59.438,    3.676,   85.964, 57210.000,    0.356,    0.533,    0.261,    0.000,   36.623,   65.540,   12.076,    0.000
NSFNET,    CF,   0.600, 10000.000,  600.000,    3.000,   16.460,    1.848,    1.676,   50.414,    3.565,   85.888, 57820.000,    0.343,    0.553,    0.231,    0.000,   36.837,   66.796,   14.504,    0.000
NSFNET,    CF,   0.600, 10000.000,  600.000,    4.000,   17.180,    2.182,    2.391,   52.019,    3.627,   85.743, 55770.000,    0.342,    0.519,    0.272,    0.000,   40.304,   72.301,   16.755,    0.000
NSFNET,    CF,   0.600, 10000.000,  600.000,    5.000,   16.360,    2.433,    2.161,   48.970,    3.533,   84.276, 54240.000,    0.345,    0.547,    0.254,    0.000,   37.130,   66.944,   16.380,    0.000
NSFNET,    CF,   0.600, 10000.000,  600.000,    6.000,   20.490,    2.325,    1.794,   62.496,    3.665,   84.423, 56570.000,    0.367,    0.524,    0.300,    0.000,   44.166,   72.206,   23.797,    0.000
NSFNET,    CF,   0.600, 10000.000,  600.000,    7.000,   14.950,    3.348,    3.551,   42.010,    3.641,   87.923, 51140.000,    0.303,    0.501,    0.220,    0.000,   38.590,   73.731,   14.803,    0.000
NSFNET,    CF,   0.600, 10000.000,  600.000,    8.000,   14.940,    2.481,    2.031,   44.378,    3.546,   84.790, 53030.000,    0.302,    0.496,    0.216,    0.000,   35.534,   68.658,   11.908,    0.000
NSFNET,    CF,   0.600, 10000.000,  600.000,    9.000,   17.080,    2.564,    2.695,   50.564,    3.630,   81.879, 51080.000,    0.317,    0.497,    0.240,    0.000,   39.079,   73.345,   13.591,    0.000
NSFNET,    CF,   0.600, 10000.000,  600.000,   10.000,   14.810,    3.884,    2.870,   41.155,    3.462,   84.506, 52720.000,    0.294,    0.509,    0.190,    0.000,   28.780,   58.034,    7.752,    0.000
NSFNET,    CF,   0.600, 10000.000,  650.000,    1.000,   20.980,    5.862,    5.445,   56.172,    3.646,   90.323, 54140.000,    0.350,    0.529,    0.279,    0.000,   36.855,   65.977,   15.940,    0.000
NSFNET,    CF,   0.600, 10000.000,  650.000,    2.000,   19.700,    4.361,    3.520,   57.898,    3.646,   85.419, 54230.000,    0.348,    0.508,    0.277,    0.000,   39.130,   67.408,   17.225,    0.000
NSFNET,    CF,   0.600, 10000.000,  650.000,    3.000,   20.440,    4.256,    4.175,   57.623,    3.560,   86.423, 53430.000,    0.353,    0.510,    0.299,    0.000,   37.408,   64.838,   16.699,    0.000
NSFNET,    CF,   0.600, 10000.000,  650.000,    4.000,   19.290,    3.379,    3.535,   55.687,    3.631,   87.473, 54570.000,    0.331,    0.494,    0.265,    0.000,   36.675,   66.665,   12.946,    0.000
NSFNET,    CF,   0.600, 10000.000,  650.000,    5.000,   18.910,    5.362,    5.154,   49.529,    3.508,   88.074, 54400.000,    0.328,    0.529,    0.235,    0.000,   35.993,   66.265,   14.319,    0.000
NSFNET,    CF,   0.600, 10000.000,  650.000,    6.000,   21.460,    5.034,    4.928,   60.147,    3.621,   87.272, 55320.000,    0.360,    0.520,    0.287,    0.000,   36.106,   61.712,   15.439,    0.000
NSFNET,    CF,   0.600, 10000.000,  650.000,    7.000,   21.260,    6.125,    6.833,   55.659,    3.575,   88.903, 56760.000,    0.354,    0.537,    0.276,    0.000,   30.714,   55.182,   12.213,    0.000
NSFNET,    CF,   0.600, 10000.000,  650.000,    8.000,   19.900,    3.355,    2.439,   60.537,    3.615,   89.594, 56590.000,    0.377,    0.548,    0.301,    0.000,   40.635,   69.856,   18.181,    0.000
NSFNET,    CF,   0.600, 10000.000,  650.000,    9.000,   17.380,    3.954,    3.642,   48.887,    3.529,   87.280, 59570.000,    0.345,    0.565,    0.239,    0.000,   28.021,   52.576,   10.647,    0.000
NSFNET,    CF,   0.600, 10000.000,  650.000,   10.000,   16.810,    4.200,    4.042,   46.662,    3.601,   88.182, 58430.000,    0.343,    0.562,    0.243,    0.000,   30.235,   56.190,   12.842,    0.000
NSFNET,    CF,   0.600, 10000.000,  700.000,    1.000,   19.910,    6.819,    6.799,   51.186,    3.489,   91.798, 57940.000,    0.362,    0.568,    0.267,    0.000,   34.315,   60.780,   15.862,    0.000
NSFNET,    CF,   0.600, 10000.000,  700.000,    2.000,   22.490,    7.746,    7.001,   57.614,    3.541,   89.208, 57270.000,    0.373,    0.567,    0.283,    0.000,   37.447,   64.261,   18.624,    0.000
NSFNET,    CF,   0.600, 10000.000,  700.000,    3.000,   19.520,    6.820,    6.556,   49.285,    3.469,   88.258, 52360.000,    0.331,    0.529,    0.246,    0.000,   33.481,   61.417,   14.000,    0.000
NSFNET,    CF,   0.600, 10000.000,  700.000,    4.000,   21.930,    9.018,    8.993,   51.684,    3.503,   91.573, 50370.000,    0.329,    0.523,    0.245,    0.000,   37.542,   68.013,   16.609,    0.000
NSFNET,    CF,   0.600, 10000.000,  700.000,    5.000,   22.870,   11.011,   10.845,   50.853,    3.546,   89.193, 51590.000,    0.330,    0.533,    0.241,    0.000,   28.291,   52.881,   11.099,    0.000
NSFNET,    CF,   0.600, 10000.000,  700.000,    6.000,   22.460,    8.325,    7.252,   57.201,    3.519,   89.631, 54890.000,    0.361,    0.543,    0.282,    0.000,   33.564,   58.819,   15.287,    0.000
NSFNET,    CF,   0.600, 10000.000,  700.000,    7.000,   20.400,    5.679,    6.382,   53.887,    3.445,   90.250, 52380.000,    0.333,    0.506,    0.264,    0.000,   36.521,   66.451,   14.341,    0.000
NSFNET,    CF,   0.600, 10000.000,  700.000,    8.000,   20.800,    6.991,    7.845,   52.448,    3.597,   90.513, 53860.000,    0.343,    0.526,    0.269,    0.000,   40.599,   71.146,   19.613,    0.000
NSFNET,    CF,   0.600, 10000.000,  700.000,    9.000,   22.160,    6.713,    6.128,   60.055,    3.546,   91.549, 55000.000,    0.373,    0.546,    0.297,    0.000,   38.739,   64.623,   20.206,    0.000
NSFNET,    CF,   0.600, 10000.000,  700.000,   10.000,   22.520,    8.754,    8.001,   55.537,    3.511,   90.352, 55880.000,    0.362,    0.550,    0.277,    0.000,   31.708,   54.452,   15.352,    0.000
NSFNET,    CF,   0.600, 10000.000,  750.000,    1.000,   25.000,    8.215,    8.227,   64.060,    3.561,   92.434, 57620.000,    0.397,    0.582,    0.305,    0.000,   32.022,   54.352,   14.711,    0.000
NSFNET,    CF,   0.600, 10000.000,  750.000,    2.000,   23.680,   10.759,   11.382,   53.729,    3.423,   90.406, 52480.000,    0.345,    0.543,    0.257,    0.000,   31.354,   56.993,   13.232,    0.000
NSFNET,    CF,   0.600, 10000.000,  750.000,    3.000,   25.600,   11.725,   10.904,   58.924,    3.496,   92.184, 53970.000,    0.383,    0.574,    0.307,    0.000,   29.855,   52.151,   14.170,    0.000
NSFNET,    CF,   0.600, 10000.000,  750.000,    4.000,   23.050,   10.797,   11.283,   50.326,    3.381,   91.857, 55070.000,    0.338,    0.545,    0.248,    0.000,   27.765,   51.111,   11.616,    0.000
NSFNET,    CF,   0.600, 10000.000,  750.000,    5.000,   23.740,   10.307,    8.633,   56.866,    3.442,   90.166, 52130.000,    0.364,    0.555,    0.284,    0.000,   34.403,   60.527,   16.354,    0.000
NSFNET,    CF,   0.600, 10000.000,  750.000,    6.000,   25.900,   12.100,   11.778,   59.435,    3.485,   90.331, 53730.000,    0.374,    0.558,    0.298,    0.000,   32.336,   56.207,   15.093,    0.000
NSFNET,    CF,   0.600, 10000.000,  750.000,    7.000,   22.740,   10.150,   10.537,   51.337,    3.444,   92.771, 50670.000,    0.334,    0.533,    0.248,    0.000,   35.377,   64.061,   16.048,    0.000
NSFNET,    CF,   0.600, 10000.000,  750.000,    8.000,   25.900,   12.478,   12.174,   58.266,    3.490,   90.105, 46600.000,    0.341,    0.487,    0.309,    0.000,   39.576,   68.024,   21.456,    0.000
NSFNET,    CF,   0.600, 10000.000,  750.000,    9.000,   23.710,    9.336,    9.490,   56.578,    3.579,   94.746, 56560.000,    0.370,    0.560,    0.294,    0.000,   35.242,   60.861,   17.841,    0.000
NSFNET,    CF,   0.600, 10000.000,  750.000,   10.000,   27.330,   12.450,   12.496,   61.889,    3.436,   89.437, 49020.000,    0.378,    0.538,    0.327,    0.000,   44.208,   69.725,   28.887,    0.000
NSFNET,    CF,   0.600, 10000.000,  800.000,    1.000,   26.100,   13.996,   12.715,   56.540,    3.485,   93.780, 50620.000,    0.347,    0.530,    0.273,    0.000,   35.949,   63.696,   16.742,    0.000
NSFNET,    CF,   0.600, 10000.000,  800.000,    2.000,   27.860,   13.824,   13.379,   61.619,    3.487,   93.123, 52960.000,    0.394,    0.580,    0.320,    0.000,   37.011,   60.564,   22.237,    0.000
NSFNET,    CF,   0.600, 10000.000,  800.000,    3.000,   26.850,   10.962,   10.941,   64.157,    3.485,   92.516, 52670.000,    0.393,    0.567,    0.318,    0.000,   36.327,   59.823,   19.448,    0.000
NSFNET,    CF,   0.600, 10000.000,  800.000,    4.000,   26.960,   13.446,   13.990,   57.350,    3.459,   92.737, 53670.000,    0.369,    0.574,    0.281,    0.000,   38.907,   65.732,   22.767,    0.000
NSFNET,    CF,   0.600, 10000.000,  800.000,    5.000,   27.180,   11.800,   12.529,   62.487,    3.483,   94.600, 53100.000,    0.387,    0.561,    0.318,    0.000,   40.220,   66.391,   22.285,    0.000
NSFNET,    CF,   0.600, 10000.000,  800.000,    6.000,   24.480,    9.817,    9.741,   59.466,    3.450,   91.435, 54570.000,    0.388,    0.574,    0.309,    0.000,   33.550,   56.483,   17.636,    0.000
NSFNET,    CF,   0.600, 10000.000,  800.000,    7.000,   28.460,   12.776,   12.683,   65.080,    3.446,   91.712, 51380.000,    0.387,    0.559,    0.315,    0.000,   36.994,   61.371,   19.428,    0.000
NSFNET,    CF,   0.600, 10000.000,  800.000,    8.000,   29.000,   13.770,   13.668,   64.913,    3.425,   92.047, 49150.000,    0.382,    0.548,    0.317,    0.000,   40.801,   64.781,   25.893,    0.000
NSFNET,    CF,   0.600, 10000.000,  800.000,    9.000,   29.400,   11.147,   12.053,   70.766,    3.507,   90.326, 53650.000,    0.428,    0.581,    0.361,    0.000,   42.681,   63.614,   28.119,    0.000
NSFNET,    CF,   0.600, 10000.000,  800.000,   10.000,   27.730,   12.768,   12.840,   61.561,    3.487,   92.669, 52510.000,    0.383,    0.572,    0.309,    0.000,   39.443,   64.550,   24.402,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,   50.000,    1.000,    3.450,    0.000,    5.699,    5.850,    3.058,    7.173, 56140.000,    0.245,    0.589,    0.000,    0.000,   23.405,   56.115,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,   50.000,    2.000,    3.180,    0.000,    5.505,    5.160,    3.070,    7.261, 56720.000,    0.247,    0.592,    0.000,    0.000,   23.341,   56.007,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,   50.000,    3.000,    3.070,    0.000,    5.445,    4.852,    3.035,    7.280, 55940.000,    0.244,    0.586,    0.000,    0.000,   23.510,   56.491,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,   50.000,    4.000,    3.320,    0.000,    5.520,    5.483,    3.024,    7.114, 53800.000,    0.237,    0.579,    0.000,    0.000,   23.503,   57.308,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,   50.000,    5.000,    2.980,    0.000,    5.005,    4.883,    3.048,    7.061, 55820.000,    0.243,    0.594,    0.000,    0.000,   22.780,   55.670,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,   50.000,    6.000,    3.410,    0.000,    6.446,    4.915,    3.030,    7.272, 55570.000,    0.244,    0.591,    0.000,    0.000,   23.207,   56.110,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,   50.000,    7.000,    3.130,    0.000,    5.100,    5.292,    3.075,    7.021, 54580.000,    0.241,    0.586,    0.000,    0.000,   23.346,   56.851,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,   50.000,    8.000,    3.430,    0.000,    5.983,    5.405,    3.044,    6.916, 55860.000,    0.244,    0.591,    0.000,    0.000,   23.169,   56.246,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,   50.000,    9.000,    3.610,    0.000,    6.273,    5.743,    3.045,    7.285, 55480.000,    0.241,    0.582,    0.000,    0.000,   23.600,   56.983,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,   50.000,   10.000,    3.360,    0.000,    5.552,    5.627,    3.044,    7.078, 55160.000,    0.243,    0.589,    0.000,    0.000,   23.302,   56.453,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  100.000,    1.000,    3.340,    0.000,    5.563,    5.517,    3.020,   14.561, 54900.000,    0.241,    0.588,    0.000,    0.000,   23.112,   56.259,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  100.000,    2.000,    2.980,    0.000,    4.932,    4.966,    3.058,   14.821, 55310.000,    0.241,    0.588,    0.000,    0.000,   23.176,   56.510,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  100.000,    3.000,    3.340,    0.000,    5.816,    5.232,    3.047,   13.744, 54340.000,    0.239,    0.585,    0.000,    0.000,   23.132,   56.548,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  100.000,    4.000,    3.340,    0.000,    5.897,    5.396,    3.023,   14.300, 56610.000,    0.247,    0.586,    0.000,    0.000,   23.816,   56.436,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  100.000,    5.000,    3.440,    0.000,    5.213,    6.232,    3.050,   14.588, 55570.000,    0.244,    0.588,    0.000,    0.000,   23.403,   56.452,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  100.000,    6.000,    3.210,    0.000,    5.037,    5.638,    3.065,   14.286, 54820.000,    0.241,    0.586,    0.000,    0.000,   23.281,   56.489,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  100.000,    7.000,    3.040,    0.000,    5.030,    5.113,    3.051,   13.572, 55430.000,    0.242,    0.586,    0.000,    0.000,   23.197,   56.145,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  100.000,    8.000,    3.260,    0.000,    6.105,    4.686,    3.046,   14.178, 55160.000,    0.241,    0.589,    0.000,    0.000,   22.990,   56.220,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  100.000,    9.000,    2.940,    0.000,    5.172,    4.781,    3.038,   13.919, 57720.000,    0.252,    0.598,    0.000,    0.000,   23.485,   55.720,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  100.000,   10.000,    3.540,    0.000,    6.254,    5.788,    3.043,   14.897, 57010.000,    0.250,    0.585,    0.000,    0.000,   24.342,   56.977,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  150.000,    1.000,    3.420,    0.000,    6.004,    5.272,    3.057,   21.499, 54460.000,    0.239,    0.588,    0.000,    0.000,   22.870,   56.218,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  150.000,    2.000,    3.580,    0.000,    5.949,    5.819,    3.062,   20.827, 54420.000,    0.238,    0.585,    0.000,    0.000,   23.007,   56.633,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  150.000,    3.000,    2.830,    0.000,    4.768,    4.633,    3.066,   21.543, 56330.000,    0.245,    0.597,    0.000,    0.000,   22.806,   55.707,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  150.000,    4.000,    3.510,    0.000,    6.110,    5.351,    3.059,   21.703, 54080.000,    0.237,    0.588,    0.000,    0.000,   22.658,   56.288,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  150.000,    5.000,    3.100,    0.000,    5.294,    4.977,    3.044,   21.486, 55510.000,    0.243,    0.593,    0.000,    0.000,   23.015,   56.246,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  150.000,    6.000,    3.040,    0.000,    5.369,    4.754,    3.035,   21.820, 55790.000,    0.244,    0.590,    0.000,    0.000,   23.173,   56.129,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  150.000,    7.000,    3.190,    0.000,    6.014,    4.752,    3.050,   21.353, 57630.000,    0.250,    0.597,    0.000,    0.000,   23.254,   55.448,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  150.000,    8.000,    3.000,    0.000,    4.352,    5.617,    3.045,   21.601, 54000.000,    0.238,    0.581,    0.000,    0.000,   23.329,   56.985,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  150.000,    9.000,    3.500,    0.000,    5.822,    5.865,    3.064,   20.585, 57920.000,    0.252,    0.606,    0.000,    0.000,   22.767,   54.774,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  150.000,   10.000,    3.210,    0.000,    5.373,    5.263,    3.043,   20.438, 56130.000,    0.244,    0.595,    0.000,    0.000,   22.805,   55.698,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  200.000,    1.000,    3.200,    0.000,    5.251,    5.539,    3.046,   28.655, 56260.000,    0.247,    0.588,    0.000,    0.000,   23.723,   56.450,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  200.000,    2.000,    3.120,    0.000,    5.268,    5.182,    3.053,   27.708, 56330.000,    0.244,    0.586,    0.000,    0.000,   23.553,   56.621,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  200.000,    3.000,    3.690,    0.000,    6.528,    5.605,    3.039,   27.521, 55160.000,    0.241,    0.593,    0.000,    0.000,   22.973,   56.499,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  200.000,    4.000,    3.300,    0.000,    5.376,    5.730,    3.057,   27.856, 57350.000,    0.252,    0.600,    0.000,    0.000,   23.239,   55.391,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  200.000,    5.000,    3.500,    0.000,    5.570,    5.964,    3.060,   29.212, 56210.000,    0.246,    0.603,    0.000,    0.000,   22.387,   54.957,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  200.000,    6.000,    3.280,    0.000,    5.190,    5.725,    3.044,   29.348, 55050.000,    0.242,    0.587,    0.000,    0.000,   23.195,   56.253,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  200.000,    7.000,    3.320,    0.000,    5.774,    5.295,    3.049,   27.790, 55250.000,    0.241,    0.582,    0.000,    0.000,   23.486,   56.750,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  200.000,    8.000,    3.560,    0.000,    5.796,    5.902,    3.036,   28.008, 53320.000,    0.235,    0.580,    0.000,    0.000,   23.227,   57.246,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  200.000,    9.000,    3.490,    0.000,    5.758,    5.850,    3.024,   28.675, 55460.000,    0.245,    0.592,    0.000,    0.000,   23.125,   55.962,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  200.000,   10.000,    3.320,    0.000,    5.984,    5.200,    3.039,   27.630, 56440.000,    0.249,    0.592,    0.000,    0.000,   23.643,   56.314,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  250.000,    1.000,    3.070,    0.000,    4.983,    5.316,    3.058,   34.615, 56730.000,    0.247,    0.593,    0.000,    0.000,   23.424,   56.200,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  250.000,    2.000,    3.100,    0.000,    5.015,    5.232,    3.065,   37.054, 54940.000,    0.240,    0.589,    0.000,    0.000,   22.967,   56.327,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  250.000,    3.000,    3.280,    0.000,    5.071,    5.754,    3.050,   35.908, 53050.000,    0.234,    0.574,    0.000,    0.000,   23.567,   57.866,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  250.000,    4.000,    3.450,    0.000,    5.503,    6.111,    3.056,   34.682, 56200.000,    0.248,    0.590,    0.000,    0.000,   23.673,   56.324,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  250.000,    5.000,    3.170,    0.000,    5.217,    5.450,    3.030,   34.162, 54420.000,    0.240,    0.572,    0.000,    0.000,   24.183,   57.732,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  250.000,    6.000,    3.180,    0.000,    4.866,    5.668,    3.057,   34.861, 54450.000,    0.240,    0.586,    0.000,    0.000,   23.264,   56.764,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  250.000,    7.000,    3.610,    0.000,    6.285,    5.691,    3.029,   35.684, 54720.000,    0.243,    0.589,    0.000,    0.000,   23.178,   56.247,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  250.000,    8.000,    3.180,    0.000,    4.988,    5.554,    3.054,   35.172, 54800.000,    0.242,    0.589,    0.000,    0.000,   23.210,   56.603,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  250.000,    9.000,    3.240,    0.000,    5.495,    5.342,    3.026,   35.648, 55920.000,    0.246,    0.593,    0.000,    0.000,   23.444,   56.400,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  250.000,   10.000,    3.400,    0.000,    6.143,    5.300,    3.053,   35.229, 56360.000,    0.248,    0.592,    0.000,    0.000,   23.461,   55.986,    0.000,    0.000

NSFNET,    SF_STC,   0.600, 10000.000,  300.000,    1.000,    4.050,    0.000,    7.064,    6.638,    3.033,   42.322, 56950.000,    0.250,    0.588,    0.000,    0.000,   24.142,   56.692,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  300.000,    2.000,    3.710,    0.000,    6.150,    6.095,    3.061,   41.263, 55260.000,    0.242,    0.591,    0.000,    0.000,   22.933,   56.045,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  300.000,    3.000,    3.590,    0.000,    5.997,    5.863,    3.046,   41.578, 55520.000,    0.245,    0.600,    0.000,    0.000,   22.904,   55.974,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  300.000,    4.000,    3.850,    0.000,    6.616,    6.235,    3.029,   41.184, 55600.000,    0.246,    0.590,    0.000,    0.000,   23.271,   55.797,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  300.000,    5.000,    3.340,    0.000,    5.750,    5.409,    3.047,   41.334, 55560.000,    0.244,    0.588,    0.000,    0.000,   23.535,   56.617,    0.000,    0.000
NSFNET,    SF_STC,   0.600, 10000.000,  300.000,    6.000,    3.360,    0.000,    5.849,    5.433,    3.027,   42.325, 56330.000,    0.248,    0.591,    0.000,    0.000,   23.349,   55.769,    0.000,    0.000
